,log2FC,mean_expression_cancer,mean_expression_control,dispersion,variance,pct_samples_expressed,pvalue,padj,baseMean,abs_log2FC,expression_ratio,cv
ENSG00000005022,0.231697586034285,8799.38883769998,7493.81709193782,0.126732848059266,0.275650528720006,100.0,0.0019685181927871,0.0034108142577465,8676.62259759214,0.231697586034285,1.17419661210499,0.0404217057387021
ENSG00000005059,-0.104832793557661,228.684769979793,245.739517482872,0.2759023459404,0.599802394471752,98.7341772151899,0.345647753548412,0.397080465401933,230.288471372487,0.104832793557661,0.930879545858464,0.101310702776427
ENSG00000005073,0.0582398757770163,739.136831698731,709.625842487246,0.208001774583752,0.488060885725379,100.0,0.544748029992411,0.592314245572523,736.361838138157,0.0582398757770163,1.04152816777419,0.0745530986960473
ENSG00000005075,0.305172852576099,2288.97061600244,1852.23645320111,0.242800371337978,0.485576843565159,100.0,0.003244967255417,0.0054389110134518,2247.90338912057,0.305172852576099,1.23566024834389,0.0636345408721331
ENSG00000005100,0.134429745608533,1247.58119902511,1136.81917927764,0.0666784582575005,0.137651917061704,100.0,0.0138182593810065,0.0209490308454118,1237.16596389515,0.134429745608533,1.09734588919286,0.0362858351832761
ENSG00000005102,0.0550259247486997,189.127658961626,181.993341576495,0.570227577373543,1.42959883113389,88.7884267631103,0.729980415328241,0.765200682885929,188.456800907328,0.0550259247486997,1.03898675942888,0.167958390887998
ENSG00000005108,0.0171897598370981,1146.09419174836,1132.54454707124,1.03065446985303,2.08368781294205,99.2766726943942,0.935820555000878,0.946291123526754,1144.82008411145,0.0171897598370981,1.01195334114758,0.155202808267693
ENSG00000005156,0.613093926380211,3390.81219896779,2216.89275765574,0.127957204735552,0.284374096922279,100.0,3.908108027451909e-16,3.34411215448093e-15,3280.42556072506,0.613093926380211,1.52929495227391,0.0460652674932078
ENSG00000005175,-0.015436964140848,1376.11889944652,1390.96771748222,0.0351080007429567,0.0738699012278776,100.0,0.697792713159829,0.735461354964309,1377.51517166687,0.015436964140848,0.989332498269024,0.0261258481194787
ENSG00000005187,0.565014210308839,2214.18507266464,1496.58916967086,0.537885216328923,1.22896283794681,100.0,0.0002491100505541,0.0004910226550158,2146.70770023123,0.565014210308839,1.47916739619017,0.104207145646741
ENSG00000005189,0.292678062983536,732.622125191955,597.814412012726,0.204784243928207,0.446130338522103,100.0,0.0021718676154953,0.0037351010203512,719.94581219861,0.292678062983536,1.2251243631998,0.0715244255062136
ENSG00000005194,0.216550573813194,1901.89455779996,1636.70748282353,0.0808582022450465,0.175484455623784,100.0,0.0003053652989608,0.0005950177580218,1876.95834098482,0.216550573813194,1.16192578818729,0.0387357661934337
ENSG00000005206,0.624650865243443,2567.88219451836,1665.42634532595,0.196972466446293,0.448882033918433,100.0,2.27825196745026e-11,1.08959606506561e-10,2483.02197000117,0.624650865243443,1.54155159735902,0.0602407843843734
ENSG00000005238,0.411447015293974,1540.53257383811,1158.21752190874,0.136971175164721,0.292760224588785,100.0,1.33352663654958e-07,4.0472083293446e-07,1504.58251470551,0.411447015293974,1.32980441090975,0.0517742107897612
ENSG00000005243,-0.792920855653572,640.409706339316,1109.27655352353,0.413946830130452,0.979468529760285,99.8191681735986,4.71505004918178e-09,1.71086449735729e-08,684.498451463328,0.792920855653572,0.577702649221732,0.108983178022751
ENSG00000005249,-0.442323075191547,1295.91560308111,1760.82704202191,0.298306428294917,0.695101919225049,100.0,0.0001183982705591,0.0002441059357612,1339.63241108278,0.442323075191547,0.736119705367189,0.0820850016786146
ENSG00000005302,0.220557826317832,1279.62991474379,1098.03091853179,0.0634465003941472,0.124975094177742,100.0,3.48981580269228e-05,7.72367337397168e-05,1262.55369810179,0.220557826317832,1.16523556630654,0.0344707028696076
ENSG00000005339,-0.146947555490925,5578.56358345263,6177.0268748086,0.0936993166781503,0.20839113346607,100.0,0.0224858089772693,0.032856378764769,5634.83861265789,0.146947555490925,0.903130351569649,0.0368397384043899
ENSG00000005379,0.207100047020844,1852.88962821877,1605.14592108984,0.201478991212686,0.463060858558685,100.0,0.0283805111327757,0.0407031085227776,1829.59365575818,0.207100047020844,1.15424732203711,0.0636741408485527
ENSG00000005436,0.364844546271091,1261.0109418649,979.047695793752,0.0932152129262381,0.198486125525697,100.0,1.53733019468716e-08,5.24907698217138e-08,1234.49721890704,0.364844546271091,1.28770359573448,0.0436826524797977
ENSG00000005448,0.241896821348015,744.394397948792,629.487916029312,0.192114409785704,0.372357807361284,100.0,0.0089014494090407,0.0139285240953781,733.589448473542,0.241896821348015,1.18225009393223,0.0650819006719227
ENSG00000005469,-0.640832725975098,2459.4743971554,3835.06913380689,0.171648656535158,0.403983412083238,100.0,1.93309284054587e-13,1.19354678506222e-12,2588.82507763619,0.640832725975098,0.641405123664608,0.0567600309691553
ENSG00000005471,-0.0694299352119308,51.9446639497793,54.3822047186835,0.298470128844445,0.649233433548838,43.9421338155515,0.556472885985059,0.602968859154319,52.1738721233472,0.0694299352119308,0.955986931519145,0.146449876008466
ENSG00000005483,-0.326608831535639,4165.10954788129,5223.30238262246,0.147524326394261,0.339655825651398,100.0,5.275418160535e-05,0.0001139298853827,4264.6141182367,0.326608831535639,0.797448011764973,0.0487841944436376
ENSG00000005486,-0.547493677949475,6707.65546436146,9803.85265992909,0.178362301268755,0.359676687835161,100.0,7.01207579298315e-10,2.81720267823954e-09,6998.7987811237,0.547493677949475,0.684217876294938,0.0474795926537852
ENSG00000005513,1.24674414755989,192.278961152294,81.0308333116105,0.474340551731549,1.1835943166156,92.7667269439421,1.6406698731788802e-17,1.6637284491871199e-16,181.818016038885,1.24674414755989,2.35617454254165,0.152988301509109
ENSG00000005700,-0.0834383639387336,3475.62639379894,3682.87551086208,0.113056816245134,0.259521213248704,100.0,0.23828754027311,0.284791782113732,3495.11455670542,0.0834383639387336,0.943741552489475,0.0435839015264811
ENSG00000005801,0.360563273404643,1272.41266730459,990.767950153811,0.0663360162700706,0.147222646896011,100.0,3.71527187256084e-11,1.73613704002157e-10,1245.92889643327,0.360563273404643,1.28398247504076,0.0374993525419621
ENSG00000005810,-0.445255853305579,3156.42875665949,4297.76390707266,0.228292125957461,0.510690265496718,100.0,9.36489380152048e-06,2.24064796700408e-05,3263.75141094789,0.445255853305579,0.734496898390872,0.0621636029632222
ENSG00000005812,-0.247090785658587,2816.71573355842,3342.86619363855,0.0920211685154252,0.203270266872205,100.0,0.0001091518959991,0.0002261860527777,2866.19100286071,0.247090785658587,0.842652059140079,0.039491930972858
ENSG00000005844,0.132653640663591,452.120745194314,412.302206840687,0.550266851585081,1.17141508239392,98.7341772151899,0.395844453652441,0.447735036829124,448.37650650645,0.132653640663591,1.09634242860207,0.129156548113548
ENSG00000005882,-0.78793441663775,1068.18931145342,1845.03744114687,0.125365643537204,0.361948374930911,100.0,4.35085311199625e-26,1.37695862116661e-24,1141.23832184051,0.78793441663775,0.579180729286385,0.0599005648207425
ENSG00000005884,-0.895778827052007,3404.92406833058,6335.49046395307,0.232982422055941,0.646228874950049,100.0,1.08285345357837e-18,1.28022047212336e-17,3680.49269866036,0.895778827052007,0.537509539027345,0.0690390450863377
ENSG00000005889,-0.244577522660177,2768.63691574383,3280.15565122125,0.217901818278185,0.438044677315186,100.0,0.0127364451509283,0.0194316126724005,2816.7363266748,0.244577522660177,0.844104093237079,0.0585914102433634
ENSG00000005893,-0.122692882109355,15188.5151682027,16536.9992580165,0.119527078916738,0.261495044775376,100.0,0.091415188807953,0.119521439624895,15315.3165654365,0.122692882109355,0.918461473557015,0.0370155346963612
ENSG00000006007,-0.20844292373802,4256.58519280154,4918.45713371674,0.0553054839511115,0.121941293286998,100.0,2.55859339595868e-05,5.7667846781519e-05,4318.82269899972,0.20844292373802,0.865458337591989,0.0290145659343102
ENSG00000006015,0.836230632707434,1806.22450509509,1011.58455360599,0.408730108712147,0.923288041353293,100.0,5.09148198070176e-10,2.0866983068640503e-09,1731.50248434024,0.836230632707434,1.78476404628063,0.0921560434313486
ENSG00000006025,-0.0878037070350895,974.325487628564,1035.58313047199,0.236697700032992,0.658537303018119,99.6383363471971,0.391449802730521,0.443193167459268,980.085699975504,0.0878037070350895,0.940904264170758,0.0831449898187337
ENSG00000006042,0.0774101456930109,5898.13413379545,5589.68523781007,0.133689974732882,0.372839611670826,100.0,0.314118109936218,0.365117529933155,5869.12989764493,0.0774101456930109,1.05517193024915,0.0491603131449107
ENSG00000006047,-1.06067469547177,48.8059193413049,101.708130459232,0.755689969267661,1.80827257041659,34.9005424954792,8.103280220320911e-09,2.8621033864401e-08,53.7804491390123,1.06067469547177,0.484926744539223,0.261246024240919
ENSG00000006062,-0.564636685529887,656.927679431863,971.53852774085,0.224987272749887,0.503792394619364,100.0,1.59699241381635e-08,5.44219008580022e-08,686.511339670683,0.564636685529887,0.676505516917865,0.0767622132392803
ENSG00000006071,-0.990413699364223,280.213547769482,556.933784234049,0.907544204923637,2.26671196842112,89.873417721519,7.76665705731814e-07,2.14648168641171e-06,306.234257165788,0.990413699364223,0.504026742448554,0.201108702030042
ENSG00000006118,1.64171638322974,2874.75018874668,921.273965504079,0.423267380599899,1.21493583069747,100.0,3.90577344405349e-33,2.7282838961988e-31,2691.05983864068,1.64171638322974,3.11810838894808,0.100119750653699
ENSG00000006125,-0.162304045844103,11180.2446101622,12512.1874135718,0.0429759833404014,0.092101531759452,100.0,0.0001980156350301,0.0003957378466868,11305.4905880597,0.162304045844103,0.893556872490779,0.0225921000681244
ENSG00000006128,0.252326694382483,70.968649395344,59.5843345767592,1.33805894862012,3.26132526432186,38.6980108499096,0.30210581910383,0.352346259984531,69.8981532460376,0.252326694382483,1.1879085558687,0.356679790244188
ENSG00000006194,0.237376282329217,2010.47955173616,1705.13806217751,0.0489196745026808,0.102126719738915,100.0,3.80660367338408e-07,1.09645444727194e-06,1981.76751293498,0.237376282329217,1.17896646017553,0.029275252615587
ENSG00000006210,-0.720719645810748,3815.14157230686,6287.37486850007,0.462367823720925,1.17460616800943,100.0,4.61270122904235e-07,1.30928429089849e-06,4047.61197267223,0.720719645810748,0.606856565028081,0.0933733213357082
ENSG00000006282,0.388854042693068,5936.51062085854,4533.81974898176,0.139732091253544,0.333324242280619,100.0,7.59347197659454e-07,2.10193154666296e-06,5804.61202169472,0.388854042693068,1.30931568386852,0.046573551280738
ENSG00000006283,0.192719341254194,345.689531061535,302.460519694513,0.901629591246895,2.48682890427967,90.9584086799277,0.335053951619888,0.386610539555185,341.62459690044,0.192719341254194,1.14245349414988,0.205275982012027
ENSG00000006327,-0.114115876640655,928.909478147243,1005.29716214372,0.654026412413036,1.42559950069937,100.0,0.502317430502769,0.551410688016845,936.092406841306,0.114115876640655,0.924090331494383,0.127688504012422
ENSG00000006377,0.613707878334127,46.7956639575905,30.5929231290536,1.59829656812845,4.07121245991084,31.2839059674503,0.0220941348274738,0.0323271689835682,45.2720789248891,0.613707878334127,1.51285981871163,0.470993298333522
ENSG00000006432,0.400496130365443,588.336352918478,445.96343588108,0.182089256237376,0.412394828683301,100.0,8.96909417075246e-06,2.1524107322174e-05,574.948664517131,0.400496130365443,1.31853370009281,0.0711168538590601
ENSG00000006451,0.0979127327417046,2216.66809792826,2070.8497915569,0.0522703723169047,0.105104216079412,100.0,0.0424679192868668,0.0592213496267109,2202.95643078303,0.0979127327417046,1.07038073269867,0.0292924097591501
ENSG00000006453,0.718803321873692,4671.38300490418,2837.97713309662,0.16167550386044,0.409521087687921,100.0,1.9497567326091105e-17,1.9567879102939599e-16,4498.98317609045,0.718803321873692,1.6457980412853,0.0533148035678772
ENSG00000006459,0.418882562919089,1841.03643481218,1377.01317370039,0.181187063671619,0.3950233306783,100.0,2.96287267169016e-06,7.58919599017436e-06,1797.40314443639,0.418882562919089,1.3367335450544,0.0588860946567603
ENSG00000006530,0.305653175102155,1471.21687231783,1190.218369631,0.0631123669244667,0.137888927549633,100.0,8.7261630910994e-09,3.07467478850976e-08,1444.79386664022,0.305653175102155,1.23589168019116,0.035538141995812
ENSG00000006534,-0.685090348848548,324.272220612692,521.314214676735,0.282397947654982,0.632668718821522,100.0,9.77853575155112e-10,3.84928305639753e-09,342.800581718172,0.685090348848548,0.62275199769167,0.0970440479867629
ENSG00000006555,-0.659649275982491,590.720887999159,933.143993597696,0.502426080705276,1.8420849668237,95.6600361663653,9.73894903481621e-06,2.3253846306337e-05,622.919805704627,0.659649275982491,0.633436485225631,0.152878248976621
ENSG00000006576,-0.446496921038721,724.383809608417,986.958534648961,0.133902299043275,0.276776233765668,100.0,7.290095526248289e-09,2.58425484961001e-08,749.074380498306,0.446496921038721,0.73422495395129,0.0556977539430187
ENSG00000006607,0.0668587416769782,1572.32197707115,1501.44470573283,0.132907633867833,0.284282811046615,100.0,0.384028113242516,0.435634375613421,1565.65720652939,0.0668587416769782,1.04717462883517,0.0507046171467226
ENSG00000006625,1.24828889770075,1946.4880680419,819.248360659817,0.341196333142711,0.809671487310861,100.0,3.26799796171179e-24,8.11583686440409e-23,1840.49084420127,1.24828889770075,2.37426633376666,0.0852868567658879
ENSG00000006634,0.659522353961834,491.38256428958,310.816858296605,0.14527350814251,0.307008280265323,100.0,3.56192704619554e-16,3.0733891191410604e-15,474.403510561488,0.659522353961834,1.57907615059484,0.0631529714673325
ENSG00000006638,-0.731262318042074,94.0441887016989,156.038981674584,0.373824368127092,0.900149222972147,78.119349005425,1.67594056232042e-08,5.70014857015789e-08,99.8737171548455,0.731262318042074,0.60522672579888,0.149394522469286
ENSG00000006652,0.737943402454509,700.301699952976,419.753220159088,0.300549128857287,0.663685313639934,100.0,1.75215498894891e-10,7.5778326150077e-10,673.921011075431,0.737943402454509,1.66677678589795,0.0889637401946109
ENSG00000006695,-0.096745247410712,694.361432741727,742.237369246458,0.0395734498084057,0.0879238074448997,100.0,0.0227292621851557,0.0331872213434656,698.863329121918,0.096745247410712,0.935584594524262,0.0314735173420325
ENSG00000006704,0.0365247325919172,1551.90817619907,1513.21921713913,0.0543913608832598,0.111314857416964,100.0,0.458724977368381,0.508910720589713,1548.27015473231,0.0365247325919172,1.02555043458835,0.0316017399131408
ENSG00000006712,0.129279767818058,5180.53040307104,4736.28195787067,0.100507336422845,0.200513692339888,100.0,0.0525993266106755,0.0721474574156061,5138.75658905581,0.129279767818058,1.09377707494532,0.0365431464139701
